customerID,Churn,gender,IsSeniorCitizen,HasPartner,HasDependents,TenureMonths,HasPhoneService,MultipleLinesStatus,InternetServiceType,OnlineSecurityStatus,OnlineBackupStatus,DeviceProtectionStatus,TechSupportStatus,StreamingTVStatus,StreamingMoviesStatus,ContractType,IsPaperlessBilling,PaymentMethodType,MonthlyCharges,TotalCharges,DailyCharges
8859-AXJZP,0,1,0,1,1,39,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Mailed check,0.05522388059701491,0.10212324024924994,0.0018141879302567315
8859-DZTGQ,0,1,0,0,0,33,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.020895522388059695,0.07742326332794831,0.0006864494871241687
8859-YSTWS,0,1,0,0,0,48,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.01691542288557213,0.1137433648742211,0.0005556972038624221
8861-HGGKB,1,0,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,0.6786069651741293,0.09370528502192477,0.02229326429612777
8865-TNMNX,0,1,0,1,1,10,1,No,DSL,No,Yes,No,No,No,No,One year,0,Mailed check,0.3114427860696517,0.05272328640664667,0.010231366165231659
8868-GAGIO,0,1,0,1,0,45,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,0.6597014925373134,0.42639626125086544,0.02167219095063447
8868-WOZGU,1,1,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8701492537313432,0.3416455111931687,0.028585717928099316
8869-LIHMK,0,0,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0.9636815920398009,0.8441322409416109,0.03165839658475036
8869-TORSS,1,0,0,0,0,48,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),0.4189054726368159,0.3320563120240018,0.013761677813298814
8871-JLMHM,0,0,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),0.7159203980099502,0.7245384260327717,0.023519066951706642
8873-GLDMH,0,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.553233830845771,0.044138010616201255,0.018174567373382754
8873-TMKGR,0,1,0,0,0,29,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.008457711442786064,0.058931456265866614,0.00027784860193121107
8874-EJNSR,0,1,0,1,1,39,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.06915422885572137,0.11183360258481423,0.002271820921672844
8875-AKBYH,0,1,1,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6577114427860695,0.199215324255712,0.0216068148090036
8878-HMWBV,1,1,0,0,0,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,0.30746268656716413,0.017337872144011078,0.010100613881969912
8878-RYUKI,0,0,0,0,0,52,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,0.4099502487562189,0.3490537733671821,0.013467485175959883
8879-XUAHX,0,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0.9751243781094526,0.9861470113085622,0.03203430939912788
8879-ZKJOF,0,0,0,0,0,41,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0.6129353233830845,0.38102354027232865,0.020135851622308954
8882-TLVRW,0,1,0,1,1,69,0,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,0.20746268656716416,0.31856681283175625,0.006815462765018533
8883-ANODQ,0,0,0,1,1,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),0.6582089552238807,0.6609681513962613,0.021623158844411322
8883-GRDWQ,0,1,1,0,0,20,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,0.35572139303482586,0.1196745903531041,0.011685985316518589
8884-ADFVN,1,1,1,1,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8328358208955223,0.0787041310870067,0.027359915272520442
8884-FEEWR,0,1,0,0,0,35,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.023383084577114438,0.08483729517655204,0.0007681696641627608
8884-MRNSU,0,1,0,1,1,17,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.01641791044776117,0.035881606277405956,0.0005393531684547033
8885-QSQBX,0,0,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.3114427860696517,0.0035483498730671586,0.010231366165231659
8887-IPQNC,0,0,0,1,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.25870646766169153,0.034000692360950845,0.008498898412013518
8894-JVDCV,0,0,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),0.96318407960199,0.8209843064851142,0.031642052549342645
8896-BQTTI,0,1,0,0,0,1,1,Yes,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.06716417910447761,0.0007154396492037849,0.0022064447800419712
8896-RAZCR,0,0,0,0,1,44,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.01641791044776117,0.09800369259173783,0.0005393531684547033
8898-KASCD,0,1,0,0,0,39,0,No,DSL,No,No,Yes,Yes,No,No,One year,0,Mailed check,0.17213930348258705,0.14889799215324256,0.005655036251070534
8901-HJXTF,1,0,0,1,1,12,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,0.10895522388059697,0.03349873067159013,0.0035793437542903078
8901-UPRHR,0,0,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0.9049751243781096,0.8876817447495962,0.029729800406639605
8902-ZEOVF,0,1,0,1,1,47,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.01791044776119402,0.10763327948303716,0.0005883852746778588
8903-WMRNW,0,0,0,1,0,15,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,0.8308457711442786,0.1904684975767367,0.027294539130889573
8903-XEBGX,0,1,0,0,1,2,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.3686567164179104,0.010368105238864528,0.012110930237119264
8904-OPDCK,0,1,1,1,0,54,0,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.06666666666666665,0.1553138702977152,0.0021901007446342526
8905-IAZPF,0,0,0,1,0,69,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),0.7701492537313434,0.7760673897992153,0.02530056681114794
8908-NMQTX,0,1,0,0,0,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0.47114427860696506,0.5247749826909762,0.015477801531109232
8908-SLFCJ,0,0,0,0,0,21,1,No,No internet service,No,No,No,No,No,No,Two year,1,Credit card (automatic),0.025870646766169153,0.04805561966305101,0.0008498898412013519
8909-BOLNL,0,1,0,0,0,3,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.02935323383084576,0.003836833602584814,0.0009642980890553798
8910-ICHIU,0,0,0,0,0,46,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),0.7701492537313434,0.5360489268405262,0.02530056681114794
8910-LEDAG,0,1,1,1,0,34,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.5303482587064676,0.27793099469189936,0.017422741744627712
8914-RBTSB,1,1,0,1,0,31,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,0.7517412935323382,0.3462612508654512,0.024695837501062357
8915-NNTRC,0,1,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.8900497512437812,0.9117239787675976,0.029239479344408053
8917-FAEMR,0,0,0,0,0,37,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.015920398009950265,0.08832794830371568,0.0005230091330469864
8917-SZTTJ,0,1,0,1,1,60,1,No,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.013930348258706454,0.13188899146088162,0.00045763299141611215
8919-FYFQZ,1,1,1,1,0,44,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.12039800995024874,0.15473113316408957,0.00395525656866783
8920-NAVAY,0,1,1,0,0,62,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0.9203980099502488,0.8117412877913687,0.03023646550427887
8922-LIEGH,1,0,1,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0.7109452736318408,0.2502596353565659,0.02335562659762946
8922-NPKBJ,0,1,0,1,1,42,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.010945273631840807,0.09791137779829218,0.0003595687789698031
8929-KSWIH,0,1,0,0,0,25,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0.8064676616915423,0.28787214401107775,0.026493681395911375
8930-XOTDP,0,0,0,1,1,18,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,0.37512437810945276,0.12277867528271406,0.012323402697419604
8931-GJJIQ,1,0,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6472636815920397,0.09052619432264021,0.021263590065441516
8932-CZHRQ,0,1,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),0.582089552238806,0.6017135933533349,0.019122521427030418
8937-RDTHP,1,1,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,0.6601990049751243,0.007592891760904685,0.02168853498604219
8938-UMKPI,1,0,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8771144278606965,0.5895626586660512,0.028814534423807374
8942-DBMHZ,0,1,0,0,0,12,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.021890547263681587,0.027296330486960535,0.0007191375579396053
8943-URTMR,1,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,0.6109452736318408,0.015451188552965612,0.02007047548067808
8944-AILEF,0,1,0,1,0,15,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.011940298507462671,0.03716247403646435,0.0003922568497852389
8945-GRKHX,1,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,0.600995024875622,0.006906300484652667,0.019743594772523715
8945-MUQUF,1,1,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,0.7616915422885572,0.5560581583198708,0.025022718209216727
8946-BFWSG,0,1,0,1,1,63,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.06965174129353235,0.17935033464112624,0.0022881649570805633
8947-YRTDV,0,1,0,1,1,32,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Mailed check,0.7616915422885572,0.3591910916224325,0.025022718209216727
8949-JTMAY,1,0,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0.799502487562189,0.3363027925225017,0.026264864900203317
8950-MTZNV,0,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.2656716417910448,0.003017539810754674,0.008727714907721576
8952-WCVCD,0,0,0,1,0,41,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0.8577114427860696,0.47810408492961,0.028177117042906357
8957-THMOA,0,0,0,0,1,50,1,No,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.018905472636815884,0.10986037387491346,0.0006210733454932944
8958-JPTRR,0,0,0,1,0,56,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Electronic check,0.06019900497512437,0.14342257096699748,0.001977628284333915
8961-QDZZJ,0,0,0,1,1,57,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,0.763681592039801,0.6366258942995615,0.025088094350847603
8963-JLGJT,0,1,0,0,1,3,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,0.3746268656716417,0.016010846988229865,0.012307058662011882
8963-MQVYN,0,0,0,0,1,22,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.02288557213930348,0.05204823447957536,0.000751825628755042
8966-KZXXA,0,1,0,1,1,36,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.0681592039800995,0.10525617355181169,0.002239132850857408
8966-OIQHG,0,0,0,1,1,22,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.02487562189054726,0.050028848372951774,0.0008172017703859153
8966-SNIZF,0,0,0,1,0,70,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.011940298507462671,0.14824601892453265,0.0003922568497852389
8967-SZQAS,0,0,0,0,0,14,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0.3203980099502488,0.08615855065774292,0.01052555880257059
8969-PRHFK,0,1,0,0,0,18,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.013930348258706454,0.04528617585968152,0.00045763299141611215
8970-ANWXO,0,0,0,0,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,0.5522388059701492,0.2005308100623125,0.018141879302567318
8972-HJWNV,1,0,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6597014925373134,0.07247288252942535,0.02167219095063447
8974-OVACP,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.018905472636815884,0.00015578121393953342,0.0006210733454932944
8975-SKGRX,0,1,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0.9736318407960197,0.9568139856912069,0.03198527729290472
8976-OQHGT,1,0,0,1,1,4,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,0.3805970149253731,0.024959612277867527,0.012503187086904503
8979-CAMGB,0,1,1,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,0.8343283582089552,0.7695938149088392,0.027408947378743602
8980-WQFWL,0,0,0,0,0,35,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,0.43631840796019905,0.23970690053081006,0.014333719052568956
8981-FJGLA,0,1,0,0,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,0.5945273631840796,0.09612277867528271,0.019531122312223377
8982-NHAVY,0,1,0,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0.818407960199005,0.3063293330256173,0.026885938245696614
8984-EYLLL,0,1,0,1,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,0.8656716417910447,0.7852065543503346,0.02843862160942985
8984-HPEMB,0,0,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0.9990049751243782,0.9760904684975767,0.032818823098698366
8985-OOPOS,0,0,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),0.5557213930348258,0.006381260096930532,0.018256287550421347
8988-ECPJR,1,0,1,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,0.6104477611940298,0.3115047311331641,0.020054131445270358
8990-YOZLV,0,0,0,0,0,69,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,0.48407960199004973,0.5260904684975767,0.01590274645170991
8990-ZXLSU,0,0,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.5054726368159204,0.07300946226632818,0.016605539974241797
8992-CEUEN,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.005970149253731349,5.769674590352849e-06,0.00019612842489261987
8992-JQYUN,1,1,0,1,0,1,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.31940298507462683,0.0036406646665128085,0.010492870731755151
8992-OBVDG,0,1,0,0,0,21,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,0.43184079601990044,0.15864297253634896,0.014186622733899487
8992-VONJD,0,0,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.3756218905472637,0.08605469651511655,0.012339746732827322
8993-IZEUX,0,1,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.5064676616915423,0.05421763212554812,0.016638228045057237
8993-PHFWD,1,0,0,0,0,3,0,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.06965174129353235,0.0046272790214631895,0.0022881649570805633
8996-ZROXE,0,1,1,0,0,57,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Electronic check,0.35074626865671643,0.3481421647819063,0.011522544962441407
8999-BOHSE,1,0,1,0,0,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),0.7109452736318408,0.1187283637202862,0.02335562659762946
8999-EXMNO,0,0,0,1,1,19,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.018905472636815884,0.042568659127625204,0.0006210733454932944
8999-XXGNS,0,0,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),0.8706467661691543,0.8782656358181399,0.028602061963507036
8999-YPYBV,0,1,0,1,1,45,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,0.6577114427860695,0.44302446342026314,0.0216068148090036
9000-PLFUZ,0,0,1,1,0,60,0,No,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),0.31044776119402984,0.3333429494576506,0.010198678094416222
9003-CPATH,0,1,0,0,0,42,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,0.6134328358208956,0.38017539810754675,0.020152195657716674
9013-AQORL,0,0,0,0,1,48,0,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),0.2716417910447761,0.24112047080544657,0.008923843332614194
9018-PCIOK,0,0,0,0,0,55,1,No,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Mailed check,0.4626865671641791,0.41522040156935147,0.015199952929178025
9019-QVLZD,1,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,0.6099502487562188,0.007010154627279021,0.02003778740986264
9025-AOMKI,1,0,0,0,0,6,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.7492537313432835,0.059727671359335335,0.024614117324023767
9025-ZRPVR,1,1,0,0,0,9,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.006965174129353213,0.019247634433417954,0.00022881649570805562
9026-LHEVG,0,0,0,0,0,9,0,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,0.22388059701492535,0.039303023309485347,0.007354815933473238
9026-RNUJS,1,1,1,0,0,5,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,0.31940298507462683,0.025207708285252713,0.010492870731755151
9027-TMATR,0,0,0,1,0,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0.6024875621890546,0.3971267020540042,0.019792626878746868
9027-YFHQJ,0,1,0,0,0,7,1,Yes,No internet service,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.06766169154228854,0.015480036925917377,0.0022227888154496894
9028-LIHRP,0,1,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),0.8154228855721393,0.8297022847911378,0.026787874033250305
9029-FEGVJ,0,0,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,0.6074626865671642,0.29439187629817676,0.019956067232824053
9030-QGZNL,0,0,0,0,0,8,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.025870646766169153,0.01648396030463882,0.0008498898412013519
9031-ZVQPT,0,1,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0.8950248756218905,0.9025848142164783,0.02940291969848523
9033-EOXWV,1,0,0,0,0,12,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,0,Mailed check,0.5552238805970149,0.09852873297945997,0.01823994351501363
9036-CSKBW,0,0,0,0,0,51,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),0.8875621890547264,0.6533694899607662,0.02915775916736946
9039-RBEEE,1,1,0,0,0,39,0,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),0.3054726368159204,0.21486845141933994,0.01003523774033904
9039-ZVJDC,0,1,0,0,0,3,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.008457711442786064,0.003952227094391876,0.00027784860193121107
9040-KZVWO,0,1,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),0.5696517412935324,0.23070620816985923,0.018713920541837462
9046-DQMTP,0,1,0,0,0,35,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.02487562189054726,0.08321024694207248,0.0008172017703859153
9046-JBFWA,0,1,0,0,1,27,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.008955223880596996,0.05983729517655205,0.0002941926373389289
9048-JVYVF,1,1,0,0,0,3,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,0.508457711442786,0.019911147011308562,0.016703604186688106
9050-IKDZA,0,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,0.6293532338308457,0.016587814447265176,0.020675204790763655
9050-QLROH,1,1,0,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),0.7208955223880598,0.18214285714285716,0.023682507305783827
9052-DHNKM,0,1,0,0,0,26,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,0.4308457711442786,0.1803773367182091,0.014153934663084053
9052-VKDUW,0,0,1,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0.9069651741293533,0.8318312947149781,0.029795176548270474
9053-EJUNL,0,1,0,0,0,41,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.7059701492537314,0.4185264251096238,0.02319218624355228
9053-JZFKV,1,1,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.9746268656716418,0.8923955688899147,0.03201796536372016
9054-FOWNV,0,1,0,1,1,22,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,0.7014925373134329,0.21536464343411033,0.023045089924882814
9055-MOJJJ,0,0,0,1,1,64,1,No,DSL,Yes,No,No,Yes,Yes,No,One year,0,Mailed check,0.4731343283582089,0.46725132702515576,0.015543177672740108
9057-MSWCO,1,1,1,1,0,27,0,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.12437810945273631,0.09073390260789292,0.004086008851929577
9057-SIHCH,1,0,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7796019900497512,0.031513962612508654,0.025611103483894584
9058-CBREO,1,0,1,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.32139303482587056,0.003663743364874221,0.010558246873386024
9058-HRZSV,0,0,1,1,0,65,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,0.7577114427860697,0.7047484421878606,0.024891965925954985
9058-MJLZC,0,0,0,0,0,24,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7597014925373133,0.261291253173321,0.02495734206758585
9060-HJJRW,0,0,0,0,0,51,0,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),0.37960199004975126,0.33576044311100856,0.012470499016089069
9061-TIHDA,1,1,1,1,0,13,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7661691542288557,0.14018578352180938,0.025169814527886192
9063-ZGTUY,1,0,0,1,1,61,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.011442786069651711,0.1342891760904685,0.00037591281437752007
9065-ZCPQX,0,1,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),0.6029850746268656,0.662860604661897,0.019808970914154584
9066-QRSDU,0,0,0,1,0,69,1,Yes,No internet service,No,No,No,No,No,No,One year,1,Electronic check,0.0800995024875622,0.2013327948303716,0.0026313897006426477
9067-SQTNS,0,1,0,1,1,44,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.023383084577114438,0.10468497576736673,0.0007681696641627608
9067-YGSCA,0,0,0,0,0,70,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Credit card (automatic),0.07761194029850743,0.2120470805446573,0.0025496695236040547
9068-FHQHD,0,0,0,1,1,40,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.018905472636815884,0.08753173321024695,0.0006210733454932944
9068-VPWQQ,0,1,0,1,0,61,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),0.5681592039800994,0.5435610431571659,0.018664888435614306
9069-LGEUL,0,1,0,1,0,23,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0.4149253731343284,0.16007385183475653,0.01363092553003707
9070-BCKQP,0,0,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.9144278606965174,0.9072697899838449,0.030040337079386248
9073-ZZIAY,0,1,0,1,1,62,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,0.6751243781094527,0.5996365105008078,0.02217885604827374
9074-KGVOX,0,1,0,1,1,50,0,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),0.2109452736318408,0.23108123701823216,0.006929871012872562
9076-AXYIK,0,1,1,1,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,0.8343283582089552,0.7523251788599122,0.027408947378743602
9079-LWTFD,0,1,0,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,0.8208955223880597,0.5366258942995615,0.026967658422735206
9079-YEXQJ,1,0,0,0,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,0.9238805970149252,0.6919051465497347,0.03035087375213289
